관측소명 : 부산
관측개시일 : 1956년01월01일
관측소주소 : 부산광역시 중구 남포동 1가
위도 : 북위 35도  5분 47초
경도 : 동경 129도  2분  7초
순번	관측시간		수온(℃)	염분(PSU)	
3335	2020/03/15 00:00	13.2	34.37	
3336	2020/03/14 23:00	13.2	34.4	
3337	2020/03/14 22:00	13.24	34.43	
3338	2020/03/14 21:00	13.3	34.38	
3339	2020/03/14 20:00	13.33	34.35	
3340	2020/03/14 19:00	13.4	34.34	
3341	2020/03/14 18:00	13.4	34.39	
3342	2020/03/14 17:00	13.4	34.39	
3343	2020/03/14 16:00	13.4	34.39	
3344	2020/03/14 15:00	13.4	34.39	
3345	2020/03/14 14:00	13.4	34.39	
3346	2020/03/14 13:00	13.38	34.37	
3347	2020/03/14 12:00	13.3	34.32	
3348	2020/03/14 11:00	13.24	34.33	
3349	2020/03/14 10:00	13.17	34.31	
3350	2020/03/14 09:00	13.2	34.28	
3351	2020/03/14 08:00	13.2	34.32	
3352	2020/03/14 07:00	13.26	34.39	
3353	2020/03/14 06:00	13.3	34.38	
3354	2020/03/14 05:00	13.39	34.36	
3355	2020/03/14 04:00	13.4	34.39	
3356	2020/03/14 03:00	13.4	34.39	
3357	2020/03/14 02:00	13.4	34.43	
3358	2020/03/14 01:00	13.4	34.41	
3359	2020/03/14 00:00	13.33	34.29	
3360	2020/03/13 23:00	13.3	34.29	
3361	2020/03/13 22:00	13.3	34.29	
3362	2020/03/13 21:00	13.3	34.29	
3363	2020/03/13 20:00	13.3	34.29	
3364	2020/03/13 19:00	13.3	34.37	
3365	2020/03/13 18:00	13.35	34.34	
3366	2020/03/13 17:00	13.45	34.39	
3367	2020/03/13 16:00	13.6	34.46	
3368	2020/03/13 15:00	13.57	34.42	
3369	2020/03/13 14:00	13.5	34.48	
3370	2020/03/13 13:00	13.45	34.51	
3371	2020/03/13 12:00	13.27	34.35	
3372	2020/03/13 11:00	13.14	34.33	
3373	2020/03/13 10:00	13.06	34.38	
3374	2020/03/13 09:00	13.03	34.39	
3375	2020/03/13 08:00	13.1	34.37	
3376	2020/03/13 07:00	13.1	34.37	
3377	2020/03/13 06:00	13.14	34.33	
3378	2020/03/13 05:00	13.21	34.39	
3379	2020/03/13 04:00	13.37	34.41	
3380	2020/03/13 03:00	13.4	34.39	
3381	2020/03/13 02:00	13.4	34.39	
3382	2020/03/13 01:00	13.4	34.39	
3383	2020/03/13 00:00	13.3	34.4	
3384	2020/03/12 23:00	13.13	34.29	
3385	2020/03/12 22:00	13.04	34.34	
3386	2020/03/12 21:00	13	34.27	
3387	2020/03/12 20:00	13	34.34	
3388	2020/03/12 19:00	13	34.27	
3389	2020/03/12 18:00	13	34.27	
3390	2020/03/12 17:00	13.04	34.28	
3391	2020/03/12 16:00	13.29	34.35	
3392	2020/03/12 15:00	13.4	34.4	
3393	2020/03/12 14:00	13.32	34.39	
3394	2020/03/12 13:00	13.29	34.39	
3395	2020/03/12 12:00	13.23	34.43	
3396	2020/03/12 11:00	13.05	34.33	
3397	2020/03/12 10:00	12.9	34.27	
3398	2020/03/12 09:00	12.81	34.27	
3399	2020/03/12 08:00	12.8	34.26	
3400	2020/03/12 07:00	12.79	34.25	
3401	2020/03/12 06:00	12.8	34.26	
3402	2020/03/12 05:00	12.9	34.25	
3403	2020/03/12 04:00	12.97	34.28	
3404	2020/03/12 03:00	13.1	34.37	
3405	2020/03/12 02:00	13.1	34.37	
3406	2020/03/12 01:00	13.11	34.36	
3407	2020/03/12 00:00	13.15	34.33	
3408	2020/03/11 23:00	13.06	34.26	
3409	2020/03/11 22:00	13	34.18	
3410	2020/03/11 21:00	13	34.18	
3411	2020/03/11 20:00	12.91	34.26	
3412	2020/03/11 19:00	12.91	34.26	
3413	2020/03/11 18:00	12.95	34.22	
3414	2020/03/11 17:00	12.94	34.23	
3415	2020/03/11 16:00	13.01	34.2	
3416	2020/03/11 15:00	13.19	34.28	
3417	2020/03/11 14:00	13.1	34.35	
3418	2020/03/11 13:00	13.09	34.29	
3419	2020/03/11 12:00	13	34.34	
3420	2020/03/11 11:00	12.96	34.24	
3421	2020/03/11 10:00	12.74	34.12	
3422	2020/03/11 09:00	12.67	34.09	
3423	2020/03/11 08:00	12.6	34.16	
3424	2020/03/11 07:00	12.6	34.16	
3425	2020/03/11 06:00	12.66	34.1	
3426	2020/03/11 05:00	12.7	34.07	
3427	2020/03/11 04:00	12.72	34.14	
3428	2020/03/11 03:00	12.83	34.08	
3429	2020/03/11 02:00	12.9	34.17	
3430	2020/03/11 01:00	12.9	34.17	
3431	2020/03/11 00:00	12.9	34.23	
3432	2020/03/10 23:00	12.9	34.15	
3433	2020/03/10 22:00	12.83	34.02	
3434	2020/03/10 21:00	12.8	33.98	
3435	2020/03/10 20:00	12.76	34.08	
3436	2020/03/10 19:00	12.74	34.07	
3437	2020/03/10 18:00	12.8	33.98	
3438	2020/03/10 17:00	12.8	34.04	
3439	2020/03/10 16:00	12.8	34.07	
3440	2020/03/10 15:00	12.89	34.01	
3441	2020/03/10 14:00	12.9	34.08	
3442	2020/03/10 13:00	12.9	34.08	
3443	2020/03/10 12:00	12.9	34.08	
3444	2020/03/10 11:00	12.9	34.07	
3445	2020/03/10 10:00	12.82	33.98	
3446	2020/03/10 09:00	12.7	33.88	
3447	2020/03/10 08:00	12.7	33.95	
3448	2020/03/10 07:00	12.7	33.95	
3449	2020/03/10 06:00	12.77	34.1	
3450	2020/03/10 05:00	12.8	34.07	
3451	2020/03/10 04:00	12.8	34.07	
3452	2020/03/10 03:00	12.8	34.07	
3453	2020/03/10 02:00	12.9	34.09	
3454	2020/03/10 01:00	12.9	34.17	
3455	2020/03/10 00:00	12.9	34.17	
3456	2020/03/09 23:00	12.9	34.17	
3457	2020/03/09 22:00	12.89	34.15	
3458	2020/03/09 21:00	12.8	34.2	
3459	2020/03/09 20:00	12.8	34.26	
3460	2020/03/09 19:00	12.77	34.29	
3461	2020/03/09 18:00	12.8	34.26	
3462	2020/03/09 17:00	12.8	34.26	
3463	2020/03/09 16:00	12.84	34.24	
3464	2020/03/09 15:00	12.9	34.27	
3465	2020/03/09 14:00	12.9	34.35	
3466	2020/03/09 13:00	12.9	34.29	
3467	2020/03/09 12:00	12.9	34.27	
3468	2020/03/09 11:00	12.89	34.28	
3469	2020/03/09 10:00	12.81	34.34	
3470	2020/03/09 09:00	12.71	34.21	
3471	2020/03/09 08:00	12.7	34.23	
3472	2020/03/09 07:00	12.7	34.26	
3473	2020/03/09 06:00	12.7	34.18	
3474	2020/03/09 05:00	12.7	34.16	
3475	2020/03/09 04:00	12.7	34.25	
3476	2020/03/09 03:00	12.78	34.2	
3477	2020/03/09 02:00	12.87	34.23	
3478	2020/03/09 01:00	12.9	34.27	
3479	2020/03/09 00:00	12.9	34.27	
3480	2020/03/08 23:00	12.9	34.27	
3481	2020/03/08 22:00	12.9	34.27	
3482	2020/03/08 21:00	12.9	34.19	
3483	2020/03/08 20:00	12.9	34.24	
3484	2020/03/08 19:00	12.82	34.25	
3485	2020/03/08 18:00	12.8	34.26	
3486	2020/03/08 17:00	12.8	34.26	
3487	2020/03/08 16:00	12.8	34.26	
3488	2020/03/08 15:00	12.8	34.2	
3489	2020/03/08 14:00	12.84	34.28	
3490	2020/03/08 13:00	12.9	34.3	
3491	2020/03/08 12:00	12.83	34.33	
3492	2020/03/08 11:00	12.76	34.35	
3493	2020/03/08 10:00	12.7	34.36	
3494	2020/03/08 09:00	12.7	34.27	
3495	2020/03/08 08:00	12.6	34.21	
3496	2020/03/08 07:00	12.6	34.25	
3497	2020/03/08 06:00	12.5	34.35	
3498	2020/03/08 05:00	12.57	34.28	
3499	2020/03/08 04:00	12.6	34.25	
3500	2020/03/08 03:00	12.6	34.25	
3501	2020/03/08 02:00	12.68	34.18	
3502	2020/03/08 01:00	12.7	34.23	
3503	2020/03/08 00:00	12.7	34.26	
3504	2020/03/07 23:00	12.7	34.26	
3505	2020/03/07 22:00	12.7	34.26	
3506	2020/03/07 21:00	12.7	34.23	
3507	2020/03/07 20:00	12.7	34.22	
3508	2020/03/07 19:00	12.7	34.26	
3509	2020/03/07 18:00	12.65	34.3	
3510	2020/03/07 17:00	12.7	34.26	
3511	2020/03/07 16:00	12.67	34.29	
3512	2020/03/07 15:00	12.64	34.32	
3513	2020/03/07 14:00	12.71	34.37	
3514	2020/03/07 13:00	12.8	34.36	
3515	2020/03/07 12:00	12.79	34.37	
3516	2020/03/07 11:00	12.7	34.45	
3517	2020/03/07 10:00	12.7	34.45	
3518	2020/03/07 09:00	12.7	34.43	
3519	2020/03/07 08:00	12.65	34.3	
3520	2020/03/07 07:00	12.55	34.3	
3521	2020/03/07 06:00	12.54	34.31	
3522	2020/03/07 05:00	12.5	34.35	
3523	2020/03/07 04:00	12.5	34.35	
3524	2020/03/07 03:00	12.5	34.35	
3525	2020/03/07 02:00	12.51	34.34	
3526	2020/03/07 01:00	12.6	34.25	
3527	2020/03/07 00:00	12.69	34.25	
3528	2020/03/06 23:00	12.7	34.26	
3529	2020/03/06 22:00	12.7	34.26	
3530	2020/03/06 21:00	12.7	34.26	
3531	2020/03/06 20:00	12.7	34.25	
3532	2020/03/06 19:00	12.7	34.19	
3533	2020/03/06 18:00	12.6	34.25	
3534	2020/03/06 17:00	12.6	34.25	
3535	2020/03/06 16:00	12.6	34.25	
3536	2020/03/06 15:00	12.6	34.25	
3537	2020/03/06 14:00	12.63	34.23	
3538	2020/03/06 13:00	12.6	34.25	
3539	2020/03/06 12:00	12.59	34.26	
3540	2020/03/06 11:00	12.5	34.29	
3541	2020/03/06 10:00	12.5	34.23	
3542	2020/03/06 09:00	12.4	34.24	
3543	2020/03/06 08:00	12.4	34.23	
3544	2020/03/06 07:00	12.36	34.23	
3545	2020/03/06 06:00	12.3	34.24	
3546	2020/03/06 05:00	12.23	34.23	
3547	2020/03/06 04:00	12.2	34.23	
3548	2020/03/06 03:00	12.3	34.14	
3549	2020/03/06 02:00	12.3	34.24	
3550	2020/03/06 01:00	12.39	34.16	
3551	2020/03/06 00:00	12.49	34.1	
3552	2020/03/05 23:00	12.5	34.15	
3553	2020/03/05 22:00	12.5	34.15	
3554	2020/03/05 21:00	12.5	34.14	
3555	2020/03/05 20:00	12.5	34.08	
3556	2020/03/05 19:00	12.5	34.06	
3557	2020/03/05 18:00	12.5	34.06	
3558	2020/03/05 17:00	12.42	34.14	
3559	2020/03/05 16:00	12.4	34.15	
3560	2020/03/05 15:00	12.4	34.15	
3561	2020/03/05 14:00	12.4	34.15	
3562	2020/03/05 13:00	12.4	34.15	
3563	2020/03/05 12:00	12.34	34.19	
3564	2020/03/05 11:00	12.3	34.14	
3565	2020/03/05 10:00	12.3	34.14	
3566	2020/03/05 09:00	12.3	34.12	
3567	2020/03/05 08:00	12.3	34.08	
3568	2020/03/05 07:00	12.3	34.12	
3569	2020/03/05 06:00	12.3	34.08	
3570	2020/03/05 05:00	12.2	34.14	
3571	2020/03/05 04:00	12.24	34.1	
3572	2020/03/05 03:00	12.31	34.05	
3573	2020/03/05 02:00	12.43	34.05	
3574	2020/03/05 01:00	12.5	34.06	
3575	2020/03/05 00:00	12.59	34.01	
3576	2020/03/04 23:00	12.7	34.02	
3577	2020/03/04 22:00	12.77	34.06	
3578	2020/03/04 21:00	12.81	34.07	
3579	2020/03/04 20:00	12.87	34.01	
3580	2020/03/04 19:00	12.89	33.99	
3581	2020/03/04 18:00	12.9	33.98	
3582	2020/03/04 17:00	12.9	33.98	
3583	2020/03/04 16:00	12.81	34.06	
3584	2020/03/04 15:00	12.78	34.04	
3585	2020/03/04 14:00	12.7	34.03	
3586	2020/03/04 13:00	12.7	33.97	
3587	2020/03/04 12:00	12.61	33.97	
3588	2020/03/04 11:00	12.55	34.02	
3589	2020/03/04 10:00	12.5	34.02	
3590	2020/03/04 09:00	12.44	34.02	
3591	2020/03/04 08:00	12.4	34	
3592	2020/03/04 07:00	12.34	34.01	
3593	2020/03/04 06:00	12.3	34.05	
3594	2020/03/04 05:00	12.3	34.05	
3595	2020/03/04 04:00	12.3	34.05	
3596	2020/03/04 03:00	12.26	34.02	
3597	2020/03/04 02:00	12.2	34.04	
3598	2020/03/04 01:00	12.2	34.04	
3599	2020/03/04 00:00	12.21	34.03	
3600	2020/03/03 23:00	12.3	33.95	
3601	2020/03/03 22:00	12.3	34.05	
3602	2020/03/03 21:00	12.36	34.02	
3603	2020/03/03 20:00	12.46	33.99	
3604	2020/03/03 19:00	12.48	33.98	
3605	2020/03/03 18:00	12.4	34.03	
3606	2020/03/03 17:00	12.38	33.98	
3607	2020/03/03 16:00	12.3	34.05	
3608	2020/03/03 15:00	12.3	34.05	
3609	2020/03/03 14:00	12.3	34.05	
3610	2020/03/03 13:00	12.3	34.05	
3611	2020/03/03 12:00	12.3	34.05	
3612	2020/03/03 11:00	12.3	34.05	
3613	2020/03/03 10:00	12.3	34.05	
3614	2020/03/03 09:00	12.3	34.05	
3615	2020/03/03 08:00	12.3	34.05	
3616	2020/03/03 07:00	12.3	34.05	
3617	2020/03/03 06:00	12.3	34.05	
3618	2020/03/03 05:00	12.3	34.02	
3619	2020/03/03 04:00	12.3	33.95	
3620	2020/03/03 03:00	12.3	33.96	
3621	2020/03/03 02:00	12.3	33.97	
3622	2020/03/03 01:00	12.22	34.02	
3623	2020/03/03 00:00	12.25	33.99	
3624	2020/03/02 23:00	12.3	34.01	
3625	2020/03/02 22:00	12.32	34.04	
3626	2020/03/02 21:00	12.4	33.96	
3627	2020/03/02 20:00	12.45	33.94	
3628	2020/03/02 19:00	12.5	33.96	
3629	2020/03/02 18:00	12.5	33.96	
3630	2020/03/02 17:00	12.5	33.95	
3631	2020/03/02 16:00	12.41	33.95	
3632	2020/03/02 15:00	12.36	34	
3633	2020/03/02 14:00	12.3	34.02	
3634	2020/03/02 13:00	12.3	33.95	
3635	2020/03/02 12:00	12.21	33.93	
3636	2020/03/02 11:00	12.2	33.85	
3637	2020/03/02 10:00	12.19	33.86	
3638	2020/03/02 09:00	12.2	33.86	
3639	2020/03/02 08:00	12.2	33.92	
3640	2020/03/02 07:00	12.27	33.88	
3641	2020/03/02 06:00	12.3	33.85	
3642	2020/03/02 05:00	12.3	33.85	
3643	2020/03/02 04:00	12.3	33.85	
3644	2020/03/02 03:00	12.3	33.85	
3645	2020/03/02 02:00	12.3	33.85	
3646	2020/03/02 01:00	12.3	33.87	
3647	2020/03/02 00:00	12.3	33.85	
3648	2020/03/01 23:00	12.3	33.85	
3649	2020/03/01 22:00	12.3	33.85	
3650	2020/03/01 21:00	12.3	33.86	
3651	2020/03/01 20:00	12.3	33.95	
3652	2020/03/01 19:00	12.31	33.95	
3653	2020/03/01 18:00	12.4	33.86	
3654	2020/03/01 17:00	12.33	33.93	
3655	2020/03/01 16:00	12.3	33.93	
3656	2020/03/01 15:00	12.3	33.85	
3657	2020/03/01 14:00	12.21	33.89	
3658	2020/03/01 13:00	12.2	33.85	
3659	2020/03/01 12:00	12.16	33.89	
3660	2020/03/01 11:00	12.1	33.94	
3661	2020/03/01 10:00	12.09	33.86	
3662	2020/03/01 09:00	12.01	33.92	
3663	2020/03/01 08:00	12.02	33.92	
3664	2020/03/01 07:00	12.1	33.84	
3665	2020/03/01 06:00	12.1	33.84	
3666	2020/03/01 05:00	12.1	33.84	
3667	2020/03/01 04:00	12.1	33.84	
3668	2020/03/01 03:00	12.1	33.84	
3669	2020/03/01 02:00	12.1	33.84	
3670	2020/03/01 01:00	12.1	33.84	
3671	2020/03/01 00:00	12.1	33.84	
3672	2020/02/29 23:00	12.05	33.89	
3673	2020/02/29 22:00	12.08	33.86	
3674	2020/02/29 21:00	12.1	33.84	
3675	2020/02/29 20:00	12.1	33.89	
3676	2020/02/29 19:00	12.1	33.94	
3677	2020/02/29 18:00	12.16	33.89	
3678	2020/02/29 17:00	12.2	33.85	
3679	2020/02/29 16:00	12.12	33.92	
3680	2020/02/29 15:00	12.1	33.94	
3681	2020/02/29 14:00	12.1	33.93	
3682	2020/02/29 13:00	12.1	33.84	
3683	2020/02/29 12:00	12.1	33.84	
3684	2020/02/29 11:00	12.02	33.91	
3685	2020/02/29 10:00	12	33.83	
3686	2020/02/29 09:00	12	33.79	
3687	2020/02/29 08:00	12	33.83	
3688	2020/02/29 07:00	12	33.83	
3689	2020/02/29 06:00	12.06	33.8	
3690	2020/02/29 05:00	12.1	33.84	
3691	2020/02/29 04:00	12.1	33.84	
3692	2020/02/29 03:00	12.1	33.79	
3693	2020/02/29 02:00	12.06	33.78	
3694	2020/02/29 01:00	12.03	33.81	
3695	2020/02/29 00:00	12	33.83	
3696	2020/02/28 23:00	12	33.83	
3697	2020/02/28 22:00	12.03	33.74	
3698	2020/02/28 21:00	12.1	33.74	
3699	2020/02/28 18:00	12.1	33.84	
3700	2020/02/28 17:00	12.1	33.84	
3701	2020/02/28 16:00	12.1	33.84	
3702	2020/02/28 15:00	12.1	33.84	
3703	2020/02/28 14:00	12.1	33.84	
3704	2020/02/28 13:00	12.1	33.84	
3705	2020/02/28 12:00	12.1	33.71	
3706	2020/02/28 11:00	12.02	33.79	
3707	2020/02/28 10:00	12	33.77	
3708	2020/02/28 09:00	12	33.74	
3709	2020/02/28 08:00	12	33.74	
3710	2020/02/28 07:00	12.03	33.71	
3711	2020/02/28 06:00	12.1	33.72	
3712	2020/02/28 05:00	12.1	33.74	
3713	2020/02/28 04:00	12.1	33.75	
3714	2020/02/28 03:00	12.1	33.82	
3715	2020/02/28 02:00	12.1	33.83	
3716	2020/02/28 01:00	12.1	33.81	
3717	2020/02/28 00:00	12.1	33.74	
3718	2020/02/27 23:00	12.1	33.74	
3719	2020/02/27 22:00	12.1	33.66	
3720	2020/02/27 21:00	12.1	33.65	
3721	2020/02/27 20:00	12.1	33.65	
3722	2020/02/27 19:00	12.14	33.68	
3723	2020/02/27 18:00	12.22	33.75	
3724	2020/02/27 17:00	12.3	33.81	
3725	2020/02/27 16:00	12.3	33.85	
3726	2020/02/27 15:00	12.3	33.85	
3727	2020/02/27 14:00	12.3	33.84	
3728	2020/02/27 13:00	12.3	33.83	
3729	2020/02/27 12:00	12.29	33.8	
3730	2020/02/27 11:00	12.13	33.64	
3731	2020/02/27 10:00	12.13	33.62	
3732	2020/02/27 09:00	12.08	33.54	
3733	2020/02/27 08:00	12.1	33.45	
3734	2020/02/27 07:00	12.1	33.47	
3735	2020/02/27 06:00	12.11	33.54	
3736	2020/02/27 05:00	12.25	33.57	
3737	2020/02/27 04:00	12.38	33.68	
3738	2020/02/27 03:00	12.4	33.67	
3739	2020/02/27 02:00	12.4	33.67	
3740	2020/02/27 01:00	12.4	33.67	
3741	2020/02/27 00:00	12.4	33.67	
3742	2020/02/26 23:00	12.32	33.67	
3743	2020/02/26 22:00	12.3	33.66	
3744	2020/02/26 21:00	12.3	33.57	
3745	2020/02/26 20:00	12.3	33.56	
3746	2020/02/26 19:00	12.3	33.56	
3747	2020/02/26 18:00	12.31	33.6	
3748	2020/02/26 17:00	12.42	33.72	
3749	2020/02/26 16:00	12.5	33.87	
3750	2020/02/26 15:00	12.5	33.87	
3751	2020/02/26 14:00	12.5	33.87	
3752	2020/02/26 13:00	12.5	33.87	
3753	2020/02/26 12:00	12.47	33.89	
3754	2020/02/26 11:00	12.29	33.65	
3755	2020/02/26 10:00	12.13	33.42	
3756	2020/02/26 09:00	12.1	33.35	
3757	2020/02/26 08:00	12.09	33.39	
3758	2020/02/26 07:00	12.15	33.4	
3759	2020/02/26 06:00	12.2	33.46	
3760	2020/02/26 05:00	12.24	33.43	
3761	2020/02/26 04:00	12.3	33.44	
3762	2020/02/26 03:00	12.3	33.55	
3763	2020/02/26 02:00	12.4	33.66	
3764	2020/02/26 01:00	12.4	33.67	
3765	2020/02/26 00:00	12.4	33.67	
3766	2020/02/25 23:00	12.3	33.57	
3767	2020/02/25 22:00	12.3	33.47	
3768	2020/02/25 21:00	12.19	33.22	
3769	2020/02/25 20:00	12.18	33.61	
3770	2020/02/25 19:00	12.3	33.66	
3771	2020/02/25 18:00	12.3	33.73	
3772	2020/02/25 17:00	12.36	33.7	
3773	2020/02/25 16:00	12.4	33.67	
3774	2020/02/25 15:00	12.5	33.76	
3775	2020/02/25 14:00	12.5	33.87	
3776	2020/02/25 13:00	12.5	33.87	
3777	2020/02/25 12:00	12.5	33.87	
3778	2020/02/25 11:00	12.48	33.89	
3779	2020/02/25 10:00	12.34	34.02	
3780	2020/02/25 09:00	12.3	34.12	
3781	2020/02/25 08:00	12.3	34.2	
3782	2020/02/25 07:00	12.39	34.16	
3783	2020/02/25 06:00	12.4	34.15	
3784	2020/02/25 05:00	12.4	34.15	
3785	2020/02/25 04:00	12.4	34.15	
3786	2020/02/25 03:00	12.47	34.09	
3787	2020/02/25 02:00	12.5	34.06	
3788	2020/02/25 01:00	12.4	34.15	
3789	2020/02/25 00:00	12.4	34.15	
3790	2020/02/24 23:00	12.39	34.16	
3791	2020/02/24 22:00	12.3	34.15	
3792	2020/02/24 21:00	12.3	34.14	
3793	2020/02/24 20:00	12.3	34.21	
3794	2020/02/24 19:00	12.3	34.24	
3795	2020/02/24 18:00	12.3	34.24	
3796	2020/02/24 17:00	12.3	34.24	
3797	2020/02/24 16:00	12.37	34.19	
3798	2020/02/24 15:00	12.5	34.15	
3799	2020/02/24 14:00	12.39	34.21	
3800	2020/02/24 13:00	12.3	34.24	
3801	2020/02/24 12:00	12.3	34.24	
3802	2020/02/24 11:00	12.3	34.24	
3803	2020/02/24 10:00	12.23	34.2	
3804	2020/02/24 09:00	12.1	34.23	
3805	2020/02/24 08:00	12.08	34.21	
3806	2020/02/24 07:00	12	34.15	
3807	2020/02/24 06:00	12.06	34.13	
3808	2020/02/24 05:00	12.1	34.13	
3809	2020/02/24 04:00	12.12	34.2	
3810	2020/02/24 03:00	12.2	34.14	
3811	2020/02/24 02:00	12.25	34.09	
3812	2020/02/24 01:00	12.3	34.05	
3813	2020/02/24 00:00	12.3	34.05	
3814	2020/02/23 23:00	12.3	34.05	
3815	2020/02/23 22:00	12.3	34.05	
3816	2020/02/23 21:00	12.3	34.09	
3817	2020/02/23 20:00	12.3	34.09	
3818	2020/02/23 19:00	12.3	34.14	
3819	2020/02/23 18:00	12.3	34.14	
3820	2020/02/23 17:00	12.3	34.14	
3821	2020/02/23 16:00	12.34	34.19	
3822	2020/02/23 15:00	12.4	34.15	
3823	2020/02/23 14:00	12.4	34.15	
3824	2020/02/23 13:00	12.3	34.24	
3825	2020/02/23 12:00	12.3	34.15	
3826	2020/02/23 11:00	12.3	34.14	
3827	2020/02/23 10:00	12.3	34.12	
3828	2020/02/23 09:00	12.2	34.14	
3829	2020/02/23 08:00	12.14	34.19	
3830	2020/02/23 07:00	12.14	34.2	
3831	2020/02/23 06:00	12.2	34.14	
3832	2020/02/23 05:00	12.23	34.12	
3833	2020/02/23 04:00	12.3	34.1	
3834	2020/02/23 03:00	12.3	34.14	
3835	2020/02/23 02:00	12.37	34.14	
3836	2020/02/23 01:00	12.4	34.15	
3837	2020/02/23 00:00	12.49	34.07	
3838	2020/02/22 23:00	12.5	34.06	
3839	2020/02/22 22:00	12.5	34.06	
3840	2020/02/22 21:00	12.5	34.06	
3841	2020/02/22 20:00	12.5	34.06	
3842	2020/02/22 19:00	12.5	34.08	
3843	2020/02/22 18:00	12.5	34.07	
3844	2020/02/22 17:00	12.51	34.14	
3845	2020/02/22 16:00	12.6	34.06	
3846	2020/02/22 15:00	12.6	34.13	
3847	2020/02/22 14:00	12.59	34.1	
3848	2020/02/22 13:00	12.5	34.09	
3849	2020/02/22 12:00	12.5	34.06	
3850	2020/02/22 11:00	12.5	34.06	
3851	2020/02/22 10:00	12.5	34.06	
3852	2020/02/22 09:00	12.4	34.08	
3853	2020/02/22 08:00	12.3	34.14	
3854	2020/02/22 07:00	12.38	34.16	
3855	2020/02/22 06:00	12.49	34.11	
3856	2020/02/22 05:00	12.53	34.16	
3857	2020/02/22 04:00	12.62	34.17	
3858	2020/02/22 03:00	12.7	34.16	
3859	2020/02/22 02:00	12.7	34.16	
3860	2020/02/22 01:00	12.71	34.15	
3861	2020/02/22 00:00	12.7	34.16	
3862	2020/02/21 23:00	12.7	34.16	
3863	2020/02/21 22:00	12.7	34.16	
3864	2020/02/21 21:00	12.7	34.16	
3865	2020/02/21 20:00	12.68	34.17	
3866	2020/02/21 19:00	12.64	34.21	
3867	2020/02/21 18:00	12.7	34.16	
3868	2020/02/21 17:00	12.7	34.16	
3869	2020/02/21 16:00	12.7	34.16	
3870	2020/02/21 15:00	12.7	34.16	
3871	2020/02/21 14:00	12.7	34.16	
3872	2020/02/21 13:00	12.6	34.25	
3873	2020/02/21 12:00	12.55	34.25	
3874	2020/02/21 11:00	12.5	34.25	
3875	2020/02/21 10:00	12.5	34.25	
3876	2020/02/21 09:00	12.47	34.16	
3877	2020/02/21 08:00	12.38	34.17	
3878	2020/02/21 07:00	12.33	34.21	
3879	2020/02/21 06:00	12.3	34.24	
3880	2020/02/21 05:00	12.33	34.22	
3881	2020/02/21 04:00	12.36	34.19	
3882	2020/02/21 03:00	12.4	34.16	
3883	2020/02/21 02:00	12.47	34.19	
3884	2020/02/21 01:00	12.54	34.27	
3885	2020/02/21 00:00	12.6	34.25	
3886	2020/02/20 23:00	12.56	34.28	
3887	2020/02/20 22:00	12.5	34.25	
3888	2020/02/20 21:00	12.5	34.25	
3889	2020/02/20 20:00	12.5	34.25	
3890	2020/02/20 19:00	12.45	34.21	
3891	2020/02/20 18:00	12.4	34.23	
3892	2020/02/20 17:00	12.4	34.17	
3893	2020/02/20 16:00	12.4	34.24	
3894	2020/02/20 15:00	12.47	34.18	
3895	2020/02/20 14:00	12.5	34.25	
3896	2020/02/20 13:00	12.5	34.23	
3897	2020/02/20 12:00	12.43	34.18	
3898	2020/02/20 11:00	12.32	34.23	
3899	2020/02/20 10:00	12.3	34.23	
3900	2020/02/20 09:00	12.22	34.22	
3901	2020/02/20 08:00	12.15	34.22	
3902	2020/02/20 07:00	12.11	34.23	
3903	2020/02/20 06:00	12.1	34.23	
3904	2020/02/20 05:00	12.1	34.23	
3905	2020/02/20 04:00	12.13	34.22	
3906	2020/02/20 03:00	12.2	34.23	
3907	2020/02/20 02:00	12.2	34.23	
3908	2020/02/20 01:00	12.21	34.22	
3909	2020/02/20 00:00	12.3	34.24	
3910	2020/02/19 23:00	12.3	34.24	
3911	2020/02/19 22:00	12.3	34.24	
3912	2020/02/19 21:00	12.3	34.24	
3913	2020/02/19 20:00	12.3	34.22	
3914	2020/02/19 19:00	12.3	34.16	
3915	2020/02/19 18:00	12.3	34.24	
3916	2020/02/19 17:00	12.3	34.24	
3917	2020/02/19 16:00	12.3	34.24	
3918	2020/02/19 15:00	12.3	34.24	
3919	2020/02/19 14:00	12.3	34.24	
3920	2020/02/19 13:00	12.29	34.24	
3921	2020/02/19 12:00	12.2	34.23	
3922	2020/02/19 11:00	12.18	34.22	
3923	2020/02/19 10:00	12.1	34.23	
3924	2020/02/19 09:00	12.1	34.23	
3925	2020/02/19 08:00	12.1	34.23	
3926	2020/02/19 07:00	12.1	34.23	
3927	2020/02/19 06:00	12.1	34.23	
3928	2020/02/19 05:00	12.1	34.23	
3929	2020/02/19 04:00	12.13	34.25	
3930	2020/02/19 03:00	12.18	34.24	
3931	2020/02/19 02:00	12.2	34.23	
3932	2020/02/19 01:00	12.2	34.2	
3933	2020/02/19 00:00	12.21	34.21	
3934	2020/02/18 23:00	12.3	34.16	
3935	2020/02/18 22:00	12.3	34.24	
3936	2020/02/18 21:00	12.3	34.24	
3937	2020/02/18 20:00	12.3	34.24	
3938	2020/02/18 19:00	12.35	34.2	
3939	2020/02/18 18:00	12.4	34.15	
