관측소명 : 부산
관측개시일 : 1956년01월01일
관측소주소 : 부산광역시 중구 남포동 1가
위도 : 북위 35도  5분 47초
경도 : 동경 129도  2분  7초
순번	관측시간		수온(℃)	염분(PSU)	
1262	2020/06/09 09:00	18	34.14	
1263	2020/06/09 08:00	17.91	34.1	
1264	2020/06/09 07:00	17.9	34.06	
1265	2020/06/09 06:00	17.9	34.06	
1266	2020/06/09 05:00	18	34.07	
1267	2020/06/09 04:00	18.06	34.11	
1268	2020/06/09 03:00	18.16	34.1	
1269	2020/06/09 02:00	18.2	34.07	
1270	2020/06/09 01:00	18.3	34.07	
1271	2020/06/09 00:00	18.28	34.06	
1272	2020/06/08 23:00	18.03	34.1	
1273	2020/06/08 22:00	17.9	34.15	
1274	2020/06/08 21:00	17.9	34.11	
1275	2020/06/08 20:00	17.93	34.12	
1276	2020/06/08 19:00	17.97	34.14	
1277	2020/06/08 18:00	17.88	34.09	
1278	2020/06/08 17:00	17.8	34.15	
1279	2020/06/08 16:00	17.8	34.15	
1280	2020/06/08 15:00	17.8	34.15	
1281	2020/06/08 14:00	17.8	34.07	
1282	2020/06/08 13:00	17.8	34.06	
1283	2020/06/08 12:00	17.78	34.09	
1284	2020/06/08 11:00	17.82	34.13	
1285	2020/06/08 10:00	17.74	34.13	
1286	2020/06/08 09:00	17.69	34.09	
1287	2020/06/08 08:00	17.6	34.15	
1288	2020/06/08 07:00	17.6	34.15	
1289	2020/06/08 06:00	17.64	34.11	
1290	2020/06/08 05:00	17.7	34.06	
1291	2020/06/08 04:00	17.7	34.06	
1292	2020/06/08 03:00	17.7	34.06	
1293	2020/06/08 02:00	17.7	34.06	
1294	2020/06/08 01:00	17.7	34.06	
1295	2020/06/08 00:00	17.7	34.06	
1296	2020/06/07 23:00	17.68	34.08	
1297	2020/06/07 22:00	17.52	34.12	
1298	2020/06/07 21:00	17.5	34.14	
1299	2020/06/07 20:00	17.47	34.14	
1300	2020/06/07 19:00	17.54	34.16	
1301	2020/06/07 18:00	17.6	34.15	
1302	2020/06/07 17:00	17.6	34.15	
1303	2020/06/07 16:00	17.51	34.16	
1304	2020/06/07 15:00	17.49	34.09	
1305	2020/06/07 14:00	17.4	34.11	
1306	2020/06/07 13:00	17.3	34.14	
1307	2020/06/07 12:00	17.27	34.16	
1308	2020/06/07 11:00	17.2	34.14	
1309	2020/06/07 10:00	17.2	34.14	
1310	2020/06/07 09:00	17.2	34.15	
1311	2020/06/07 08:00	17.2	34.21	
1312	2020/06/07 07:00	17.17	34.2	
1313	2020/06/07 06:00	17.08	34.15	
1314	2020/06/07 05:00	16.95	34.16	
1315	2020/06/07 04:00	16.81	34.17	
1316	2020/06/07 03:00	16.8	34.13	
1317	2020/06/07 02:00	16.8	34.13	
1318	2020/06/07 01:00	16.84	34.17	
1319	2020/06/07 00:00	16.91	34.16	
1320	2020/06/06 23:00	17.07	34.13	
1321	2020/06/06 22:00	17.49	34.1	
1322	2020/06/06 21:00	17.58	34.12	
1323	2020/06/06 20:00	17.38	34.17	
1324	2020/06/06 19:00	17.29	34.17	
1325	2020/06/06 18:00	17.75	34.11	
1326	2020/06/06 17:00	17.9	34.07	
1327	2020/06/06 16:00	17.76	34.11	
1328	2020/06/06 15:00	17.32	34.13	
1329	2020/06/06 14:00	16.84	34.18	
1330	2020/06/06 13:00	16.7	34.21	
1331	2020/06/06 12:00	16.66	34.25	
1332	2020/06/06 11:00	16.65	34.26	
1333	2020/06/06 10:00	16.92	34.12	
1334	2020/06/06 09:00	17.01	34.12	
1335	2020/06/06 08:00	17.05	34.09	
1336	2020/06/06 07:00	17.01	34.13	
1337	2020/06/06 06:00	17.1	34.13	
1338	2020/06/06 05:00	17.09	34.08	
1339	2020/06/06 04:00	16.99	34.13	
1340	2020/06/06 03:00	16.83	34.12	
1341	2020/06/06 02:00	16.9	34.08	
1342	2020/06/06 01:00	16.99	34.08	
1343	2020/06/06 00:00	17	34.13	
1344	2020/06/05 23:00	17.06	34.09	
1345	2020/06/05 22:00	17.24	34.07	
1346	2020/06/05 21:00	17.26	34.05	
1347	2020/06/05 20:00	17.15	34.12	
1348	2020/06/05 19:00	17.1	34.16	
1349	2020/06/05 18:00	17.12	34.15	
1350	2020/06/05 17:00	17.18	34.15	
1351	2020/06/05 16:00	17.16	34.14	
1352	2020/06/05 15:00	17.01	34.12	
1353	2020/06/05 14:00	16.83	34.13	
1354	2020/06/05 13:00	16.7	34.18	
1355	2020/06/05 12:00	16.6	34.21	
1356	2020/06/05 11:00	16.6	34.21	
1357	2020/06/05 10:00	16.6	34.19	
1358	2020/06/05 09:00	16.77	34.13	
1359	2020/06/05 08:00	16.8	34.13	
1360	2020/06/05 07:00	16.8	34.13	
1361	2020/06/05 06:00	16.8	34.13	
1362	2020/06/05 05:00	16.88	34.1	
1363	2020/06/05 04:00	16.9	34.12	
1364	2020/06/05 03:00	16.85	34.13	
1365	2020/06/05 02:00	16.8	34.13	
1366	2020/06/05 01:00	16.85	34.09	
1367	2020/06/05 00:00	16.91	34.03	
1368	2020/06/04 23:00	17	34.05	
1369	2020/06/04 22:00	17.03	34.06	
1370	2020/06/04 21:00	17.22	34.04	
1371	2020/06/04 20:00	17.26	34.04	
1372	2020/06/04 19:00	17.11	34.07	
1373	2020/06/04 18:00	17.1	34.09	
1374	2020/06/04 17:00	17.1	34.11	
1375	2020/06/04 16:00	17.1	34.05	
1376	2020/06/04 15:00	17.06	34.08	
1377	2020/06/04 14:00	17	34.13	
1378	2020/06/04 13:00	17	34.11	
1379	2020/06/04 12:00	16.91	34.09	
1380	2020/06/04 11:00	16.9	34.04	
1381	2020/06/04 10:00	16.9	34.04	
1382	2020/06/04 09:00	16.9	34.04	
1383	2020/06/04 08:00	17.06	34.05	
1384	2020/06/04 07:00	17.1	34.05	
1385	2020/06/04 06:00	17.07	34.08	
1386	2020/06/04 05:00	17.02	34.11	
1387	2020/06/04 04:00	17.1	34.05	
1388	2020/06/04 03:00	17.12	34.03	
1389	2020/06/04 02:00	17.2	34.01	
1390	2020/06/04 01:00	17.2	34.05	
1391	2020/06/04 00:00	17.2	34.05	
1392	2020/06/03 23:00	17.2	34.05	
1393	2020/06/03 22:00	17.29	33.98	
1394	2020/06/03 21:00	17.2	34.05	
1395	2020/06/03 20:00	17.26	34.02	
1396	2020/06/03 19:00	17.37	34	
1397	2020/06/03 18:00	17.3	33.97	
1398	2020/06/03 17:00	17.15	34.08	
1399	2020/06/03 16:00	17.16	34.05	
1400	2020/06/03 15:00	17.15	34.01	
1401	2020/06/03 14:00	17.1	34.05	
1402	2020/06/03 13:00	17.1	34.05	
1403	2020/06/03 12:00	17.09	34.04	
1404	2020/06/03 11:00	17.01	34.05	
1405	2020/06/03 10:00	17.1	34.05	
1406	2020/06/03 09:00	17.1	34.05	
1407	2020/06/03 08:00	17.1	34.05	
1408	2020/06/03 07:00	17.16	34	
1409	2020/06/03 06:00	17.1	34	
1410	2020/06/03 05:00	17	34.04	
1411	2020/06/03 04:00	17.1	34.05	
1412	2020/06/03 03:00	17.32	33.94	
1413	2020/06/03 02:00	17.48	33.96	
1414	2020/06/03 01:00	17.65	33.93	
1415	2020/06/03 00:00	17.74	33.98	
1416	2020/06/02 23:00	17.8	33.98	
1417	2020/06/02 22:00	17.84	33.94	
1418	2020/06/02 21:00	17.9	33.89	
1419	2020/06/02 20:00	17.91	33.92	
1420	2020/06/02 19:00	17.98	33.92	
1421	2020/06/02 18:00	17.61	33.96	
1422	2020/06/02 17:00	17.38	33.99	
1423	2020/06/02 16:00	17.35	34.03	
1424	2020/06/02 15:00	17.3	33.97	
1425	2020/06/02 14:00	17.23	33.99	
1426	2020/06/02 13:00	17.1	34.05	
1427	2020/06/02 12:00	17.02	33.99	
1428	2020/06/02 11:00	16.9	33.99	
1429	2020/06/02 10:00	16.9	34.04	
1430	2020/06/02 09:00	16.94	34.01	
1431	2020/06/02 08:00	17	33.96	
1432	2020/06/02 07:00	17.02	33.95	
1433	2020/06/02 06:00	17.1	33.96	
1434	2020/06/02 05:00	17.1	33.96	
1435	2020/06/02 04:00	17.04	34.01	
1436	2020/06/02 03:00	17.15	33.94	
1437	2020/06/02 02:00	17.31	33.88	
1438	2020/06/02 01:00	17.49	33.87	
1439	2020/06/02 00:00	17.7	33.85	
1440	2020/06/01 23:00	17.87	33.86	
1441	2020/06/01 22:00	17.91	33.88	
1442	2020/06/01 21:00	18	33.84	
1443	2020/06/01 20:00	18.03	33.88	
1444	2020/06/01 19:00	18.1	33.81	
1445	2020/06/01 18:00	17.98	33.85	
1446	2020/06/01 17:00	17.68	33.82	
1447	2020/06/01 16:00	17.61	33.68	
1448	2020/06/01 15:00	17.45	33.77	
1449	2020/06/01 14:00	17.3	33.88	
1450	2020/06/01 13:00	17.38	33.81	
1451	2020/06/01 12:00	17.49	33.77	
1452	2020/06/01 11:00	17.53	33.82	
1453	2020/06/01 10:00	17.6	33.8	
1454	2020/06/01 09:00	17.58	33.75	
1455	2020/06/01 08:00	17.6	33.72	
1456	2020/06/01 07:00	17.6	33.74	
1457	2020/06/01 06:00	17.6	33.78	
1458	2020/06/01 05:00	17.49	33.78	
1459	2020/06/01 04:00	17.29	33.74	
1460	2020/06/01 03:00	17.15	33.8	
1461	2020/06/01 02:00	17.1	33.78	
1462	2020/06/01 01:00	17.15	33.79	
1463	2020/06/01 00:00	17.3	33.74	
1464	2020/05/31 23:00	17.48	33.74	
1465	2020/05/31 22:00	17.68	33.76	
1466	2020/05/31 21:00	17.7	33.8	
1467	2020/05/31 20:00	17.7	33.75	
1468	2020/05/31 19:00	17.6	33.75	
1469	2020/05/31 18:00	17.49	33.77	
1470	2020/05/31 17:00	17.36	33.83	
1471	2020/05/31 16:00	17.24	33.87	
1472	2020/05/31 15:00	17.09	33.86	
1473	2020/05/31 14:00	16.88	33.8	
1474	2020/05/31 13:00	16.8	33.87	
1475	2020/05/31 12:00	16.83	33.85	
1476	2020/05/31 11:00	16.98	33.84	
1477	2020/05/31 10:00	17	33.84	
1478	2020/05/31 09:00	17	33.79	
1479	2020/05/31 08:00	17	33.79	
1480	2020/05/31 07:00	17	33.79	
1481	2020/05/31 06:00	17	33.79	
1482	2020/05/31 05:00	17	33.79	
1483	2020/05/31 04:00	16.97	33.82	
1484	2020/05/31 03:00	16.85	33.91	
1485	2020/05/31 02:00	16.8	33.87	
1486	2020/05/31 01:00	16.86	33.82	
1487	2020/05/31 00:00	16.9	33.78	
1488	2020/05/30 23:00	16.96	33.76	
1489	2020/05/30 22:00	17.02	33.8	
1490	2020/05/30 21:00	17.12	33.84	
1491	2020/05/30 20:00	17.2	33.79	
1492	2020/05/30 19:00	17.15	33.83	
1493	2020/05/30 18:00	17.1	33.87	
1494	2020/05/30 17:00	16.99	33.83	
1495	2020/05/30 16:00	16.82	33.86	
1496	2020/05/30 15:00	16.7	33.87	
1497	2020/05/30 14:00	16.65	33.88	
1498	2020/05/30 13:00	16.59	33.96	
1499	2020/05/30 12:00	16.5	33.95	
1500	2020/05/30 11:00	16.5	33.96	
1501	2020/05/30 10:00	16.54	33.99	
1502	2020/05/30 09:00	16.41	33.9	
1503	2020/05/30 08:00	16.54	33.82	
1504	2020/05/30 07:00	16.67	33.82	
1505	2020/05/30 06:00	16.78	33.84	
1506	2020/05/30 05:00	16.8	33.87	
1507	2020/05/30 04:00	16.85	33.83	
1508	2020/05/30 03:00	16.8	33.87	
1509	2020/05/30 02:00	16.72	33.93	
1510	2020/05/30 01:00	16.66	33.99	
1511	2020/05/30 00:00	16.6	34.02	
1512	2020/05/29 23:00	16.6	34.04	
1513	2020/05/29 22:00	16.6	34.04	
1514	2020/05/29 21:00	16.6	34.02	
1515	2020/05/29 20:00	16.7	33.95	
1516	2020/05/29 19:00	16.8	33.92	
1517	2020/05/29 18:00	16.85	33.91	
1518	2020/05/29 17:00	16.89	33.88	
1519	2020/05/29 16:00	16.9	33.87	
1520	2020/05/29 15:00	16.9	33.87	
1521	2020/05/29 14:00	16.8	33.95	
1522	2020/05/29 13:00	16.74	33.92	
1523	2020/05/29 12:00	16.65	33.91	
1524	2020/05/29 11:00	16.49	33.87	
1525	2020/05/29 10:00	16.49	33.87	
1526	2020/05/29 09:00	16.5	33.87	
1527	2020/05/29 08:00	16.5	33.86	
1528	2020/05/29 07:00	16.54	33.82	
1529	2020/05/29 06:00	16.61	33.78	
1530	2020/05/29 05:00	16.7	33.78	
1531	2020/05/29 04:00	16.75	33.8	
1532	2020/05/29 03:00	16.8	33.78	
1533	2020/05/29 02:00	16.72	33.81	
1534	2020/05/29 01:00	16.42	33.96	
1535	2020/05/29 00:00	16.2	34.1	
1536	2020/05/28 23:00	16.2	34.03	
1537	2020/05/28 22:00	16.28	34	
1538	2020/05/28 21:00	16.3	34.03	
1539	2020/05/28 20:00	16.4	33.95	
1540	2020/05/28 19:00	16.46	33.9	
1541	2020/05/28 18:00	16.62	33.88	
1542	2020/05/28 17:00	16.7	33.89	
1543	2020/05/28 16:00	16.7	33.95	
1544	2020/05/28 15:00	16.8	33.87	
1545	2020/05/28 14:00	16.8	33.87	
1546	2020/05/28 13:00	16.8	33.87	
1547	2020/05/28 12:00	16.8	33.87	
1548	2020/05/28 11:00	16.66	33.96	
1549	2020/05/28 10:00	16.44	33.9	
1550	2020/05/28 09:00	16.4	33.89	
1551	2020/05/28 08:00	16.4	33.93	
1552	2020/05/28 07:00	16.4	33.77	
1553	2020/05/28 06:00	16.4	33.83	
1554	2020/05/28 05:00	16.49	33.83	
1555	2020/05/28 04:00	16.56	33.81	
1556	2020/05/28 03:00	16.6	33.77	
1557	2020/05/28 02:00	16.6	33.77	
1558	2020/05/28 01:00	16.59	33.78	
1559	2020/05/28 00:00	16.44	33.91	
1560	2020/05/27 23:00	16.4	33.99	
1561	2020/05/27 22:00	16.35	34.02	
1562	2020/05/27 21:00	16.42	34.02	
1563	2020/05/27 20:00	16.5	34.03	
1564	2020/05/27 19:00	16.45	34.05	
1565	2020/05/27 18:00	16.4	34	
1566	2020/05/27 17:00	16.26	34.04	
1567	2020/05/27 16:00	16.2	33.97	
1568	2020/05/27 15:00	16.2	33.94	
1569	2020/05/27 14:00	16.2	34.03	
1570	2020/05/27 13:00	16.26	33.98	
1571	2020/05/27 12:00	16.27	33.97	
1572	2020/05/27 11:00	16.2	34.03	
1573	2020/05/27 10:00	16.14	34.04	
1574	2020/05/27 09:00	16.1	33.97	
1575	2020/05/27 08:00	16.1	33.93	
1576	2020/05/27 07:00	16.1	33.96	
1577	2020/05/27 06:00	16.05	33.94	
1578	2020/05/27 05:00	16	33.98	
1579	2020/05/27 04:00	16.08	33.94	
1580	2020/05/27 03:00	16.1	33.93	
1581	2020/05/27 02:00	16.1	33.93	
1582	2020/05/27 01:00	16.1	33.93	
1583	2020/05/27 00:00	16.17	33.93	
1584	2020/05/26 23:00	16.2	34.02	
1585	2020/05/26 22:00	16.2	34.03	
1586	2020/05/26 21:00	16.2	33.95	
1587	2020/05/26 20:00	16.2	34.09	
1588	2020/05/26 19:00	16.2	34.11	
1589	2020/05/26 18:00	16.25	34.07	
1590	2020/05/26 17:00	16.2	34.09	
1591	2020/05/26 16:00	16.16	34	
1592	2020/05/26 15:00	16.1	33.93	
1593	2020/05/26 14:00	16.1	33.93	
1594	2020/05/26 13:00	16.1	33.93	
1595	2020/05/26 12:00	16.23	33.96	
1596	2020/05/26 11:00	16.3	33.98	
1597	2020/05/26 10:00	16.24	34.04	
1598	2020/05/26 09:00	16.2	34.03	
1599	2020/05/26 08:00	16.22	33.99	
1600	2020/05/26 07:00	16.25	34	
1601	2020/05/26 06:00	16.3	33.94	
1602	2020/05/26 05:00	16.3	33.85	
1603	2020/05/26 04:00	16.32	33.85	
1604	2020/05/26 03:00	16.4	33.86	
1605	2020/05/26 02:00	16.4	33.86	
1606	2020/05/26 01:00	16.4	33.86	
1607	2020/05/26 00:00	16.4	33.9	
1608	2020/05/25 23:00	16.38	33.96	
1609	2020/05/25 22:00	16.3	34.03	
1610	2020/05/25 21:00	16.3	34.03	
1611	2020/05/25 20:00	16.36	34.04	
1612	2020/05/25 19:00	16.34	34.03	
1613	2020/05/25 18:00	16.3	34.03	
1614	2020/05/25 17:00	16.3	34.03	
1615	2020/05/25 16:00	16.27	34.06	
1616	2020/05/25 15:00	16.2	34.08	
1617	2020/05/25 14:00	16.2	34.03	
1618	2020/05/25 13:00	16.2	34.03	
1619	2020/05/25 12:00	16.2	34.03	
1620	2020/05/25 11:00	16.2	34.1	
1621	2020/05/25 10:00	16.2	34.04	
1622	2020/05/25 09:00	16.15	34.06	
1623	2020/05/25 08:00	16.1	34.02	
1624	2020/05/25 07:00	16.1	34.02	
1625	2020/05/25 06:00	16.1	34.02	
1626	2020/05/25 05:00	16.1	34.02	
1627	2020/05/25 04:00	16.09	33.96	
1628	2020/05/25 03:00	16.09	33.94	
1629	2020/05/25 02:00	16.1	33.99	
1630	2020/05/25 01:00	16.1	34.02	
1631	2020/05/25 00:00	16.1	34.02	
1632	2020/05/24 23:00	16.18	34.01	
1633	2020/05/24 22:00	16.3	33.94	
1634	2020/05/24 21:00	16.3	33.88	
1635	2020/05/24 20:00	16.3	33.96	
1636	2020/05/24 19:00	16.3	34.03	
1637	2020/05/24 18:00	16.3	34.03	
1638	2020/05/24 17:00	16.3	34.03	
1639	2020/05/24 16:00	16.25	34.01	
1640	2020/05/24 15:00	16.2	34	
1641	2020/05/24 14:00	16.2	33.94	
1642	2020/05/24 13:00	16.2	33.94	
1643	2020/05/24 12:00	16.2	33.94	
1644	2020/05/24 11:00	16.22	33.95	
1645	2020/05/24 10:00	16.26	33.97	
1646	2020/05/24 09:00	16.2	33.95	
1647	2020/05/24 08:00	16.2	33.96	
1648	2020/05/24 07:00	16.2	33.94	
1649	2020/05/24 06:00	16.2	33.94	
1650	2020/05/24 05:00	16.2	33.94	
1651	2020/05/24 04:00	16.15	33.96	
1652	2020/05/24 03:00	16.11	33.93	
1653	2020/05/24 02:00	16.2	33.94	
1654	2020/05/24 01:00	16.21	34.02	
1655	2020/05/24 00:00	16.3	33.94	
1656	2020/05/23 23:00	16.3	33.97	
1657	2020/05/23 22:00	16.3	33.92	
1658	2020/05/23 21:00	16.25	33.9	
1659	2020/05/23 20:00	16.2	33.94	
1660	2020/05/23 19:00	16.23	33.93	
1661	2020/05/23 18:00	16.4	33.94	
1662	2020/05/23 17:00	16.4	33.94	
1663	2020/05/23 16:00	16.35	33.94	
1664	2020/05/23 15:00	16.14	33.94	
1665	2020/05/23 14:00	15.95	33.99	
1666	2020/05/23 13:00	15.83	34	
1667	2020/05/23 12:00	15.8	34.01	
1668	2020/05/23 11:00	15.8	34.01	
1669	2020/05/23 10:00	15.9	33.93	
1670	2020/05/23 09:00	16	33.84	
1671	2020/05/23 08:00	16	33.93	
1672	2020/05/23 07:00	15.98	33.92	
1673	2020/05/23 06:00	16	33.85	
1674	2020/05/23 05:00	16	33.85	
1675	2020/05/23 04:00	16	33.84	
1676	2020/05/23 03:00	15.99	33.85	
1677	2020/05/23 02:00	16	33.84	
1678	2020/05/23 01:00	16	33.88	
1679	2020/05/23 00:00	16.08	33.87	
1680	2020/05/22 23:00	16.1	33.85	
1681	2020/05/22 22:00	16.11	33.87	
1682	2020/05/22 21:00	16.2	33.85	
1683	2020/05/22 20:00	16.2	33.86	
1684	2020/05/22 19:00	16.11	33.95	
1685	2020/05/22 18:00	16.16	33.95	
1686	2020/05/22 17:00	16.2	33.93	
1687	2020/05/22 16:00	16.17	33.88	
1688	2020/05/22 15:00	16.1	33.93	
1689	2020/05/22 14:00	15.96	33.93	
1690	2020/05/22 13:00	15.83	33.98	
1691	2020/05/22 12:00	15.8	33.95	
1692	2020/05/22 11:00	15.8	33.92	
1693	2020/05/22 10:00	15.82	33.94	
1694	2020/05/22 09:00	15.98	33.86	
1695	2020/05/22 08:00	16	33.93	
1696	2020/05/22 07:00	15.93	33.99	
1697	2020/05/22 06:00	15.97	33.88	
1698	2020/05/22 05:00	16	33.84	
1699	2020/05/22 04:00	16.06	33.79	
1700	2020/05/22 03:00	16.1	33.76	
1701	2020/05/22 02:00	16.1	33.76	
1702	2020/05/22 01:00	16.1	33.82	
1703	2020/05/22 00:00	16.11	33.84	
1704	2020/05/21 23:00	16.19	33.77	
1705	2020/05/21 22:00	16.2	33.8	
1706	2020/05/21 21:00	16.14	33.9	
1707	2020/05/21 20:00	16.1	33.93	
1708	2020/05/21 19:00	16.1	33.93	
1709	2020/05/21 18:00	16.02	33.98	
1710	2020/05/21 17:00	16.02	33.83	
1711	2020/05/21 16:00	16.08	33.77	
1712	2020/05/21 15:00	16.1	33.76	
1713	2020/05/21 14:00	16.09	33.77	
1714	2020/05/21 13:00	16	33.84	
1715	2020/05/21 12:00	15.97	33.87	
1716	2020/05/21 11:00	15.9	33.93	
1717	2020/05/21 10:00	15.9	33.93	
1718	2020/05/21 09:00	15.9	33.93	
1719	2020/05/21 08:00	15.9	34.04	
1720	2020/05/21 07:00	15.9	34.11	
1721	2020/05/21 06:00	15.9	34.11	
1722	2020/05/21 05:00	15.9	34.11	
1723	2020/05/21 04:00	15.95	34.06	
1724	2020/05/21 03:00	15.98	34.04	
1725	2020/05/21 02:00	15.9	34.11	
1726	2020/05/21 01:00	15.9	34.04	
1727	2020/05/21 00:00	15.88	34.06	
1728	2020/05/20 23:00	15.9	34.11	
1729	2020/05/20 22:00	15.9	34.11	
1730	2020/05/20 21:00	15.9	34.11	
1731	2020/05/20 20:00	15.9	34.11	
1732	2020/05/20 19:00	15.9	34.11	
1733	2020/05/20 18:00	15.9	34.11	
1734	2020/05/20 17:00	15.9	34.11	
1735	2020/05/20 16:00	15.95	34.07	
1736	2020/05/20 15:00	15.93	34.1	
1737	2020/05/20 14:00	15.78	34.13	
1738	2020/05/20 13:00	15.41	34.18	
1739	2020/05/20 12:00	15.3	34.18	
1740	2020/05/20 11:00	15.25	34.22	
1741	2020/05/20 10:00	15.3	34.18	
1742	2020/05/20 09:00	15.39	34.13	
1743	2020/05/20 08:00	15.61	34.07	
1744	2020/05/20 07:00	15.66	34.13	
1745	2020/05/20 06:00	15.6	34.19	
1746	2020/05/20 05:00	15.63	34.16	
1747	2020/05/20 04:00	15.7	34.1	
1748	2020/05/20 03:00	15.7	34.1	
1749	2020/05/20 02:00	15.7	34.1	
1750	2020/05/20 01:00	15.7	34.1	
1751	2020/05/20 00:00	15.7	34.1	
1752	2020/05/19 23:00	15.7	34.1	
1753	2020/05/19 22:00	15.79	34.03	
1754	2020/05/19 21:00	15.8	34.02	
1755	2020/05/19 20:00	15.76	34.05	
1756	2020/05/19 19:00	15.7	34.1	
1757	2020/05/19 18:00	15.7	34.1	
1758	2020/05/19 17:00	15.72	34.08	
1759	2020/05/19 16:00	15.7	34.1	
1760	2020/05/19 15:00	15.7	34.1	
1761	2020/05/19 14:00	15.7	34.1	
1762	2020/05/19 13:00	15.7	34.1	
1763	2020/05/19 12:00	15.7	34.1	
1764	2020/05/19 11:00	15.65	34.11	
1765	2020/05/19 10:00	15.6	34.1	
1766	2020/05/19 09:00	15.6	34.1	
1767	2020/05/19 08:00	15.71	34.07	
1768	2020/05/19 07:00	15.88	33.94	
1769	2020/05/19 06:00	15.9	33.93	
1770	2020/05/19 05:00	15.9	33.93	
1771	2020/05/19 04:00	15.95	34.01	
1772	2020/05/19 03:00	16	34	
1773	2020/05/19 02:00	15.92	34.02	
1774	2020/05/19 01:00	15.91	34.02	
1775	2020/05/19 00:00	15.9	34.02	
1776	2020/05/18 23:00	15.9	33.97	
1777	2020/05/18 22:00	15.9	34.02	
1778	2020/05/18 21:00	15.9	34.02	
1779	2020/05/18 20:00	15.97	33.96	
1780	2020/05/18 19:00	16	33.99	
1781	2020/05/18 18:00	16.1	33.94	
1782	2020/05/18 17:00	16.1	33.94	
1783	2020/05/18 16:00	16.1	33.93	
1784	2020/05/18 15:00	16.04	33.98	
1785	2020/05/18 14:00	15.9	34.05	
1786	2020/05/18 13:00	15.76	34.07	
1787	2020/05/18 12:00	15.7	34.1	
1788	2020/05/18 11:00	15.7	34.1	
1789	2020/05/18 10:00	15.7	34.1	
1790	2020/05/18 09:00	15.7	34.1	
1791	2020/05/18 08:00	15.8	34.06	
1792	2020/05/18 07:00	16.01	34.01	
1793	2020/05/18 06:00	16.1	34	
1794	2020/05/18 05:00	16.06	33.97	
1795	2020/05/18 04:00	16.04	33.98	
1796	2020/05/18 03:00	16.04	33.98	
1797	2020/05/18 02:00	16.09	33.94	
1798	2020/05/18 01:00	16.22	33.92	
1799	2020/05/18 00:00	16.4	33.93	
1800	2020/05/17 23:00	16.5	33.87	
1801	2020/05/17 22:00	16.42	33.92	
1802	2020/05/17 21:00	16.33	33.92	
1803	2020/05/17 20:00	16.23	33.87	
1804	2020/05/17 19:00	16.2	33.85	
1805	2020/05/17 18:00	16.2	33.85	
1806	2020/05/17 17:00	16.2	33.88	
1807	2020/05/17 16:00	16.09	33.91	
1808	2020/05/17 15:00	15.93	34	
1809	2020/05/17 14:00	15.98	33.96	
1810	2020/05/17 13:00	15.88	34	
1811	2020/05/17 12:00	15.71	34.04	
1812	2020/05/17 11:00	15.7	33.95	
1813	2020/05/17 10:00	15.7	33.92	
1814	2020/05/17 09:00	15.73	33.97	
1815	2020/05/17 08:00	15.85	33.95	
1816	2020/05/17 07:00	15.95	33.92	
1817	2020/05/17 06:00	16.07	33.92	
1818	2020/05/17 05:00	16.07	33.9	
1819	2020/05/17 04:00	15.91	33.9	
1820	2020/05/17 03:00	15.9	33.81	
1821	2020/05/17 02:00	15.9	33.76	
1822	2020/05/17 01:00	15.93	33.84	
1823	2020/05/17 00:00	16.08	33.79	
1824	2020/05/16 23:00	16.31	33.79	
1825	2020/05/16 22:00	16.4	33.86	
1826	2020/05/16 21:00	16.4	33.84	
1827	2020/05/16 20:00	16.37	33.83	
1828	2020/05/16 19:00	16.24	33.81	
1829	2020/05/16 18:00	16.11	33.8	
1830	2020/05/16 17:00	16.22	33.65	
1831	2020/05/16 16:00	16.19	33.6	
1832	2020/05/16 15:00	15.76	33.8	
1833	2020/05/16 14:00	15.7	33.92	
1834	2020/05/16 13:00	15.7	33.92	
1835	2020/05/16 12:00	15.7	33.9	
1836	2020/05/16 11:00	15.7	33.83	
1837	2020/05/16 10:00	15.7	33.83	
1838	2020/05/16 09:00	15.7	33.83	
1839	2020/05/16 08:00	15.73	33.8	
1840	2020/05/16 07:00	15.81	33.8	
1841	2020/05/16 06:00	15.9	33.75	
1842	2020/05/16 05:00	15.9	33.75	
1843	2020/05/16 04:00	15.9	33.75	
1844	2020/05/16 03:00	15.9	33.76	
1845	2020/05/16 02:00	15.84	33.85	
1846	2020/05/16 01:00	15.8	34	
1847	2020/05/16 00:00	15.8	33.99	
1848	2020/05/15 23:00	15.8	34.01	
1849	2020/05/15 22:00	15.83	33.95	
1850	2020/05/15 21:00	15.9	33.84	
1851	2020/05/15 20:00	15.9	33.84	
1852	2020/05/15 19:00	15.9	33.84	
1853	2020/05/15 18:00	15.9	33.88	
1854	2020/05/15 17:00	15.9	33.87	
1855	2020/05/15 16:00	15.9	33.89	
1856	2020/05/15 15:00	15.82	34	
1857	2020/05/15 14:00	15.8	34.01	
1858	2020/05/15 13:00	15.9	34.01	
1859	2020/05/15 12:00	15.9	34.04	
1860	2020/05/15 11:00	15.9	34.11	
1861	2020/05/15 10:00	15.9	34.11	
1862	2020/05/15 09:00	15.9	34.11	
1863	2020/05/15 08:00	15.9	34.11	
1864	2020/05/15 07:00	15.88	34.13	
1865	2020/05/15 06:00	15.79	34.11	
1866	2020/05/15 05:00	15.71	34.14	
1867	2020/05/15 04:00	15.7	34.1	
1868	2020/05/15 03:00	15.7	34.1	
